name,event_id,month,long,lat,indoors_min,indoors_max,prey_month,age,sex
Darcy,850682397,7,138.699844,-34.868191,12,17,4,8,m
Darcy,850681742,7,138.700577,-34.869392,12,17,4,8,m
Darcy,850681731,7,138.699875,-34.868275,12,17,4,8,m
Darcy,850683132,7,138.69989,-34.868645,12,17,4,8,m
Darcy,850682662,7,138.701279,-34.867878,12,17,4,8,m
Darcy,850682406,7,138.699677,-34.868328,12,17,4,8,m
Darcy,850680870,7,138.700027,-34.86853,12,17,4,8,m
Darcy,850680975,7,138.70018,-34.868977,12,17,4,8,m
Darcy,850682127,7,138.700806,-34.868813,12,17,4,8,m
Darcy,850683086,7,138.69989,-34.868465,12,17,4,8,m
Darcy,850683061,7,138.701096,-34.869808,12,17,4,8,m
Darcy,850680931,7,138.699814,-34.868389,12,17,4,8,m
Darcy,850680467,7,138.699631,-34.868683,12,17,4,8,m
Darcy,850682944,7,138.69986,-34.868576,12,17,4,8,m
Darcy,850681259,7,138.700439,-34.869019,12,17,4,8,m
Darcy,850683366,7,138.699783,-34.868465,12,17,4,8,m
Darcy,850682119,7,138.70047,-34.869076,12,17,4,8,m
Darcy,850680919,7,138.700394,-34.867931,12,17,4,8,m
Darcy,850683467,7,138.699753,-34.868359,12,17,4,8,m
Darcy,850682977,7,138.702103,-34.866631,12,17,4,8,m
Darcy,850683430,7,138.699661,-34.868378,12,17,4,8,m
Darcy,850681299,7,138.699463,-34.868969,12,17,4,8,m
Darcy,850680394,7,138.70015,-34.868416,12,17,4,8,m
Darcy,850682567,7,138.700928,-34.868122,12,17,4,8,m
Darcy,850682213,7,138.700836,-34.868916,12,17,4,8,m
Darcy,850682659,7,138.700119,-34.868107,12,17,4,8,m
Darcy,850680491,7,138.699875,-34.868336,12,17,4,8,m
Darcy,850682624,7,138.699738,-34.868397,12,17,4,8,m
Darcy,850682565,7,138.699265,-34.867939,12,17,4,8,m
Darcy,850682727,7,138.699722,-34.868607,12,17,4,8,m
Darcy,850680289,7,138.699936,-34.868305,12,17,4,8,m
Darcy,850682671,7,138.700867,-34.868816,12,17,4,8,m
Darcy,850682194,7,138.70105,-34.86895,12,17,4,8,m
Darcy,850682214,7,138.701035,-34.868664,12,17,4,8,m
Darcy,850682996,7,138.699768,-34.868301,12,17,4,8,m
Darcy,850682152,7,138.699448,-34.868565,12,17,4,8,m
Darcy,850680982,7,138.700851,-34.869808,12,17,4,8,m
Darcy,850681307,7,138.700089,-34.86845,12,17,4,8,m
Darcy,850680860,7,138.700272,-34.868965,12,17,4,8,m
Darcy,850681453,7,138.699799,-34.868687,12,17,4,8,m
Darcy,850681783,7,138.699799,-34.868416,12,17,4,8,m
Darcy,850680953,7,138.699753,-34.868393,12,17,4,8,m
Darcy,850682566,7,138.700333,-34.867973,12,17,4,8,m
Darcy,850680857,7,138.699692,-34.868725,12,17,4,8,m
Darcy,850680923,7,138.701523,-34.868298,12,17,4,8,m
Darcy,850683013,7,138.699768,-34.868446,12,17,4,8,m
Darcy,850681854,7,138.700607,-34.868725,12,17,4,8,m
Darcy,850682573,7,138.701324,-34.869591,12,17,4,8,m
Darcy,850681454,7,138.699615,-34.86834,12,17,4,8,m
Darcy,850682151,7,138.699646,-34.868694,12,17,4,8,m
Darcy,850680856,7,138.699753,-34.86866,12,17,4,8,m
Darcy,850681732,7,138.699615,-34.868549,12,17,4,8,m
Darcy,850683047,7,138.700211,-34.869949,12,17,4,8,m
Darcy,850680422,7,138.699814,-34.868401,12,17,4,8,m
Darcy,850682180,7,138.700104,-34.868336,12,17,4,8,m
Darcy,850683367,7,138.699799,-34.868538,12,17,4,8,m
Darcy,850683429,7,138.699738,-34.868382,12,17,4,8,m
Darcy,850682195,7,138.701233,-34.868984,12,17,4,8,m
Darcy,850682153,7,138.699188,-34.869072,12,17,4,8,m
Darcy,850681449,7,138.700378,-34.86882,12,17,4,8,m
Darcy,850682733,7,138.700729,-34.870369,12,17,4,8,m
Darcy,850682974,7,138.701508,-34.867352,12,17,4,8,m
Darcy,850683468,7,138.699722,-34.868378,12,17,4,8,m
Darcy,850681747,7,138.701035,-34.869995,12,17,4,8,m
Darcy,850682523,7,138.700317,-34.86953,12,17,4,8,m
Darcy,850683079,7,138.700363,-34.868835,12,17,4,8,m
Darcy,850682407,7,138.699707,-34.868362,12,17,4,8,m
Darcy,850682736,7,138.699661,-34.868546,12,17,4,8,m
Darcy,850682576,7,138.700104,-34.869293,12,17,4,8,m
Darcy,850683048,7,138.700287,-34.869957,12,17,4,8,m
Darcy,850681410,7,138.699707,-34.868385,12,17,4,8,m
Darcy,850682991,7,138.699814,-34.869099,12,17,4,8,m
Darcy,850682731,7,138.70047,-34.869709,12,17,4,8,m
Ernie,684729520,5,138.603638,-34.94574,0,5,0,11,m
Ernie,684729546,5,138.603439,-34.945633,0,5,0,11,m
Ernie,684729627,5,138.60347,-34.946129,0,5,0,11,m
Ernie,684729688,5,138.604095,-34.945572,0,5,0,11,m
Ernie,684729542,5,138.604401,-34.945576,0,5,0,11,m
Ernie,684729663,5,138.603958,-34.945793,0,5,0,11,m
Ernie,684729661,5,138.603897,-34.94574,0,5,0,11,m
Ernie,684729529,5,138.603851,-34.945744,0,5,0,11,m
Ernie,684729626,5,138.603775,-34.946781,0,5,0,11,m
Ernie,684729837,5,138.603333,-34.946537,0,5,0,11,m
Ernie,684729594,5,138.603622,-34.945347,0,5,0,11,m
Ernie,684729598,5,138.603745,-34.945263,0,5,0,11,m
Ernie,684729631,5,138.603638,-34.945663,0,5,0,11,m
Ernie,684729554,5,138.603806,-34.946102,0,5,0,11,m
Ernie,684729659,5,138.60376,-34.945789,0,5,0,11,m
Ernie,684729553,5,138.603607,-34.94558,0,5,0,11,m
Ernie,684729571,5,138.604034,-34.945747,0,5,0,11,m
Ernie,684729549,5,138.603577,-34.945698,0,5,0,11,m
Ernie,684729608,5,138.603455,-34.945644,0,5,0,11,m
Ernie,684729726,5,138.604019,-34.945499,0,5,0,11,m
Ernie,684729524,5,138.603638,-34.945728,0,5,0,11,m
Ernie,684729535,5,138.60408,-34.945808,0,5,0,11,m
Ernie,684729637,5,138.60408,-34.945858,0,5,0,11,m
Ernie,684729683,5,138.603317,-34.944729,0,5,0,11,m
Ernie,684729660,5,138.603973,-34.945839,0,5,0,11,m
Ernie,684729513,5,138.603699,-34.945763,0,5,0,11,m
Ernie,684729651,5,138.603729,-34.945721,0,5,0,11,m
Ernie,684729595,5,138.603577,-34.945496,0,5,0,11,m
Ernie,684729695,5,138.60434,-34.946232,0,5,0,11,m
Ernie,684729664,5,138.603806,-34.945728,0,5,0,11,m
Ernie,684729632,5,138.60379,-34.946152,0,5,0,11,m
Ernie,684729641,5,138.603851,-34.945614,0,5,0,11,m
Ernie,684729639,5,138.6035,-34.945759,0,5,0,11,m
Ernie,684729676,5,138.603165,-34.945862,0,5,0,11,m
Ernie,684729840,5,138.60434,-34.945889,0,5,0,11,m
Ernie,684729650,5,138.603729,-34.945721,0,5,0,11,m
Ernie,684729589,5,138.603973,-34.945015,0,5,0,11,m
Ernie,684729725,5,138.604187,-34.945621,0,5,0,11,m
Ernie,684729534,5,138.603912,-34.945786,0,5,0,11,m
Ernie,684729518,5,138.603821,-34.945477,0,5,0,11,m
Ernie,684729606,5,138.604019,-34.944744,0,5,0,11,m
Ernie,684729628,5,138.604019,-34.945999,0,5,0,11,m
Ernie,684729612,5,138.603897,-34.945984,0,5,0,11,m
Ernie,684729722,5,138.604187,-34.946327,0,5,0,11,m
Ernie,684729512,5,138.603729,-34.945763,0,5,0,11,m
Ernie,684729227,5,138.604416,-34.945324,0,5,0,11,m
Ernie,684729530,5,138.603851,-34.945633,0,5,0,11,m
Ernie,684729618,5,138.604065,-34.946003,0,5,0,11,m
Ernie,684729506,5,138.603683,-34.945446,0,5,0,11,m
Ernie,684729540,5,138.603821,-34.945721,0,5,0,11,m
Ernie,684729493,5,138.602219,-34.946827,0,5,0,11,m
Ernie,684729596,5,138.60379,-34.945889,0,5,0,11,m
Ernie,684729585,5,138.603867,-34.945316,0,5,0,11,m
Ernie,684729826,5,138.604187,-34.946091,0,5,0,11,m
Ernie,684729403,5,138.603424,-34.945702,0,5,0,11,m
Ernie,684729578,5,138.603378,-34.945553,0,5,0,11,m
Ernie,684729597,5,138.604095,-34.945564,0,5,0,11,m
Ernie,684729642,5,138.603607,-34.945721,0,5,0,11,m
Ernie,684729636,5,138.603989,-34.945774,0,5,0,11,m
Ernie,684729569,5,138.603516,-34.945728,0,5,0,11,m
Ernie,684729528,5,138.603851,-34.945744,0,5,0,11,m
Ernie,684729848,5,138.603973,-34.946018,0,5,0,11,m
Ernie,684729844,5,138.60289,-34.945255,0,5,0,11,m
Ernie,684729833,5,138.604034,-34.945953,0,5,0,11,m
Ernie,684729832,5,138.603821,-34.946396,0,5,0,11,m
Ernie,684729609,5,138.603363,-34.945709,0,5,0,11,m
Ernie,684729658,5,138.603836,-34.945648,0,5,0,11,m
Ernie,684729648,5,138.603897,-34.945713,0,5,0,11,m
Ernie,684729564,5,138.6035,-34.945694,0,5,0,11,m
Ernie,684729527,5,138.603928,-34.945515,0,5,0,11,m
Ernie,684729601,5,138.603851,-34.94548,0,5,0,11,m
Ernie,684729647,5,138.603653,-34.945747,0,5,0,11,m
Ernie,684729677,5,138.6026,-34.945549,0,5,0,11,m
Ernie,684729538,5,138.603836,-34.94561,0,5,0,11,m
Ernie,684729210,5,138.603714,-34.945656,0,5,0,11,m
Ernie,684729709,5,138.603363,-34.946587,0,5,0,11,m
Ernie,684729617,5,138.604065,-34.946003,0,5,0,11,m
Ernie,684729566,5,138.603531,-34.945633,0,5,0,11,m
Ernie,684729662,5,138.603958,-34.945793,0,5,0,11,m
Ernie,684729267,5,138.603912,-34.94556,0,5,0,11,m
Ernie,684729623,5,138.60376,-34.946766,0,5,0,11,m
Ernie,684729505,5,138.603683,-34.945446,0,5,0,11,m
Ernie,684729587,5,138.603989,-34.945526,0,5,0,11,m
Ernie,684729533,5,138.604187,-34.945412,0,5,0,11,m
Ernie,684729684,5,138.603836,-34.944901,0,5,0,11,m
Ernie,684729563,5,138.60347,-34.94569,0,5,0,11,m
Ernie,684729574,5,138.604065,-34.946098,0,5,0,11,m
Ernie,684729552,5,138.603943,-34.945713,0,5,0,11,m
Ernie,684729592,5,138.604034,-34.945164,0,5,0,11,m
Ernie,684729539,5,138.603912,-34.945702,0,5,0,11,m
Ernie,684729644,5,138.603622,-34.945633,0,5,0,11,m
Ernie,684729557,5,138.604141,-34.946369,0,5,0,11,m
Ernie,684729581,5,138.603745,-34.94537,0,5,0,11,m
Ernie,684729266,5,138.603912,-34.945423,0,5,0,11,m
Ernie,684729537,5,138.603912,-34.945625,0,5,0,11,m
Ernie,684729582,5,138.60376,-34.94566,0,5,0,11,m
Ernie,684729615,5,138.603943,-34.946053,0,5,0,11,m
Ernie,684729514,5,138.603821,-34.945694,0,5,0,11,m
Ernie,684729679,5,138.602356,-34.944836,0,5,0,11,m
Ernie,684729591,5,138.603989,-34.945168,0,5,0,11,m
Ernie,684729544,5,138.604065,-34.945389,0,5,0,11,m
Ernie,684729613,5,138.603943,-34.945808,0,5,0,11,m
Ernie,684729678,5,138.602142,-34.945145,0,5,0,11,m
Ernie,684729561,5,138.60347,-34.946415,0,5,0,11,m
Ernie,684729401,5,138.603516,-34.945721,0,5,0,11,m
Ernie,684729603,5,138.605423,-34.946327,0,5,0,11,m
Ernie,684729850,5,138.604019,-34.945957,0,5,0,11,m
Ernie,684729547,5,138.603317,-34.94532,0,5,0,11,m
Ernie,684729588,5,138.603867,-34.945396,0,5,0,11,m
Ernie,684729841,5,138.604004,-34.945084,0,5,0,11,m
Ernie,684729643,5,138.603638,-34.945713,0,5,0,11,m
Ernie,684729834,5,138.603638,-34.945854,0,5,0,11,m
Ernie,684729572,5,138.603745,-34.946201,0,5,0,11,m
Ernie,684729842,5,138.603912,-34.945313,0,5,0,11,m
Ernie,684729604,5,138.601196,-34.945164,0,5,0,11,m
Ernie,684729614,5,138.603989,-34.945965,0,5,0,11,m
Ernie,684729610,5,138.604126,-34.946102,0,5,0,11,m
Ernie,684729573,5,138.60379,-34.946346,0,5,0,11,m
Ernie,684729649,5,138.604355,-34.94548,0,5,0,11,m
Ernie,684729374,5,138.603912,-34.945129,0,5,0,11,m
Ernie,684729556,5,138.604202,-34.945827,0,5,0,11,m
Ernie,684729545,5,138.603989,-34.945419,0,5,0,11,m
Ernie,684729568,5,138.603516,-34.945728,0,5,0,11,m
Ernie,684729567,5,138.603958,-34.945541,0,5,0,11,m
Ernie,684729536,5,138.603806,-34.945694,0,5,0,11,m
Ernie,684729532,5,138.604065,-34.945347,0,5,0,11,m
Ernie,684729607,5,138.602936,-34.945374,0,5,0,11,m
Ernie,684729209,5,138.603714,-34.945656,0,5,0,11,m
Ernie,684729710,5,138.603302,-34.946461,0,5,0,11,m
Ernie,684729593,5,138.603928,-34.94537,0,5,0,11,m
Ernie,684729645,5,138.603577,-34.945793,0,5,0,11,m
Ernie,684729638,5,138.603699,-34.945717,0,5,0,11,m
Ernie,684729508,5,138.604233,-34.946468,0,5,0,11,m
Ernie,684729515,5,138.603516,-34.945576,0,5,0,11,m
Ernie,684729835,5,138.603073,-34.945766,0,5,0,11,m
Ernie,684729689,5,138.604477,-34.945557,0,5,0,11,m
Ernie,684729656,5,138.603653,-34.945766,0,5,0,11,m
Ernie,684729599,5,138.603821,-34.944946,0,5,0,11,m
Ernie,684729851,5,138.604126,-34.945896,0,5,0,11,m
Ernie,684729522,5,138.603699,-34.945736,0,5,0,11,m
Ernie,684729559,5,138.604187,-34.945705,0,5,0,11,m
Ernie,684729224,5,138.603226,-34.945953,0,5,0,11,m
Ernie,684729584,5,138.603836,-34.945297,0,5,0,11,m
Ernie,684729523,5,138.603683,-34.945736,0,5,0,11,m
Ernie,684729577,5,138.603485,-34.945671,0,5,0,11,m
Ernie,684729386,5,138.603546,-34.945763,0,5,0,11,m
Ernie,684729640,5,138.603989,-34.945553,0,5,0,11,m
Ernie,684729845,5,138.603607,-34.945415,0,5,0,11,m
Ernie,684729605,5,138.601196,-34.945164,0,5,0,11,m
Ernie,684729583,5,138.603867,-34.945305,0,5,0,11,m
Jinx,1165780985,2,138.596405,-34.906837,6,11,10,6,f
Jinx,1165780819,2,138.598099,-34.907288,6,11,10,6,f
Jinx,1165780882,2,138.598129,-34.907467,6,11,10,6,f
Jinx,1165780016,1,138.598389,-34.907063,6,11,10,6,f
Jinx,1165781609,2,138.59816,-34.907104,6,11,10,6,f
Jinx,1165779973,1,138.598114,-34.907299,6,11,10,6,f
Jinx,1165779976,1,138.597427,-34.906708,6,11,10,6,f
Jinx,1165780015,1,138.598251,-34.90731,6,11,10,6,f
Jinx,1165780974,2,138.597351,-34.907391,6,11,10,6,f
Jinx,1165780003,1,138.597916,-34.907307,6,11,10,6,f
Jinx,1165779983,1,138.597351,-34.906689,6,11,10,6,f
Jinx,1165780052,1,138.597931,-34.907219,6,11,10,6,f
Jinx,1165780380,1,138.59816,-34.907246,6,11,10,6,f
Jinx,1165780065,1,138.5979,-34.907322,6,11,10,6,f
Jinx,1165779994,1,138.597946,-34.907528,6,11,10,6,f
Jinx,1165779991,1,138.59787,-34.907215,6,11,10,6,f
Jinx,1165780989,2,138.598679,-34.908459,6,11,10,6,f
Jinx,1165781168,2,138.59787,-34.907631,6,11,10,6,f
Jinx,1165781336,2,138.597839,-34.907227,6,11,10,6,f
Jinx,1165780008,1,138.598099,-34.907734,6,11,10,6,f
Jinx,1165781145,2,138.59848,-34.907383,6,11,10,6,f
Jinx,1165781162,2,138.597794,-34.908085,6,11,10,6,f
Jinx,1165780981,2,138.597,-34.906906,6,11,10,6,f
Jinx,1165779941,1,138.59848,-34.906746,6,11,10,6,f
Jinx,1165781335,2,138.597687,-34.907333,6,11,10,6,f
Jinx,1165780805,2,138.597992,-34.90686,6,11,10,6,f
Jinx,1165780888,2,138.597977,-34.907394,6,11,10,6,f
Jinx,1165781148,2,138.598114,-34.907471,6,11,10,6,f
Jinx,1165779987,1,138.598083,-34.907219,6,11,10,6,f
Jinx,1165780820,2,138.598389,-34.90715,6,11,10,6,f
Jinx,1165780014,1,138.598358,-34.907204,6,11,10,6,f
Jinx,1165780028,1,138.598022,-34.907398,6,11,10,6,f
Jinx,1165780057,1,138.597946,-34.907375,6,11,10,6,f
Jinx,1165781608,2,138.598129,-34.906921,6,11,10,6,f
Jinx,1165779974,1,138.598328,-34.906971,6,11,10,6,f
Jinx,1165780027,1,138.597977,-34.907291,6,11,10,6,f
Jinx,1165780041,1,138.596497,-34.906273,6,11,10,6,f
Jinx,1165780857,2,138.598404,-34.906986,6,11,10,6,f
Jinx,1165780055,1,138.597839,-34.907421,6,11,10,6,f
Jinx,1165781147,2,138.598495,-34.907162,6,11,10,6,f
Jinx,1165781019,2,138.59787,-34.907375,6,11,10,6,f
Jinx,1165780209,1,138.59787,-34.907726,6,11,10,6,f
Jinx,1165780035,1,138.598175,-34.907539,6,11,10,6,f
Jinx,1165780381,1,138.59816,-34.906956,6,11,10,6,f
Jinx,1165780000,1,138.598038,-34.907436,6,11,10,6,f
Jinx,1165780483,1,138.597839,-34.907814,6,11,10,6,f
Jinx,1165781420,2,138.597229,-34.907234,6,11,10,6,f
Jinx,1165779975,1,138.59758,-34.906574,6,11,10,6,f
Jinx,1165779982,1,138.597351,-34.906689,6,11,10,6,f
Jinx,1165780043,1,138.59642,-34.906017,6,11,10,6,f
Jinx,1165780699,2,138.598129,-34.907261,6,11,10,6,f
Jinx,1165780695,1,138.59816,-34.90736,6,11,10,6,f
Jinx,1165779978,1,138.596664,-34.907494,6,11,10,6,f
Jinx,1165780042,1,138.596619,-34.906334,6,11,10,6,f
Jinx,1165780017,1,138.598389,-34.907063,6,11,10,6,f
Jinx,1165779944,1,138.597946,-34.90741,6,11,10,6,f
Jinx,1165780063,1,138.597961,-34.90723,6,11,10,6,f
Jinx,1165781167,2,138.597931,-34.907894,6,11,10,6,f
Jinx,1165780012,1,138.597977,-34.907524,6,11,10,6,f
Jinx,1165781350,2,138.598312,-34.90723,6,11,10,6,f
Jinx,1165780208,1,138.597382,-34.907578,6,11,10,6,f
Jinx,1165779980,1,138.59729,-34.906288,6,11,10,6,f
Jinx,1165779902,1,138.597626,-34.907398,6,11,10,6,f
Jinx,1165780032,1,138.598022,-34.907223,6,11,10,6,f
Jinx,1165780050,1,138.597321,-34.906799,6,11,10,6,f
