imdb_url,title,director,year,imdb_rating,genre_1,genre_2,runtime_hrs,runtime_min,budget,gross_worldwide,contributor_alias,dsst_section,contributor_rating,notes
https://www.imdb.com/title/tt0338013/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_eterna,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,8.3,drama,romance,1,48,"20,000,000.00","73,395,181.00",brett,12:00:00 PM,9,
https://www.imdb.com/title/tt0349825/?ref_=fn_al_tt_1,Miracle,Gavin O'Connor,2004,7.5,drama,sport,2,15,"28,000,000.00","64,445,708.00",dema,9:00:00 AM,8.5,Watched on an airplane
https://www.imdb.com/title/tt0377092/,Mean Girls,Mark Waters,2004,7.1,comedy,,1,37,"17,000,000.00","130,161,094.00",name,10:30:00 AM,8.5,So camp
https://www.imdb.com/title/tt0381971/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_curious%2520george%2520,Curious George ,Matthew O'Callaghan,2006,7.2,animation,family,1,27,"50,000,000.00","69,865,924.00",ashley,10:30:00 AM,9,
https://www.imdb.com/title/tt0382932/?ref_=chttp_t_202,Ratatouille,"Brad Bird, Jan Pinkava",2007,8.1,animation,comedy,1,51,"150,000,000.00","623,728,318.00",patel,9:00:00 AM,8.5,
https://www.imdb.com/title/tt0389790/?ref_=fn_al_tt_1,Bee Movie,Simon J. Smith,2007,6.1,animation,comedy,1,31,"150,000,000.00","293,514,336.00",sky,10:30:00 AM,9,
https://www.imdb.com/title/tt0390022/?ref_=nv_sr_srsg_3_tt_8_nm_0_in_0_q_friday%2520night%2520lights,Friday Night Lights,Peter Berg,2004,7.2,sport,drama,1,58,"30,000,000.00","61,950,770.00",Jason,12:00:00 PM,9.6,My favorite movie
https://www.imdb.com/title/tt0407887/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_the%2520departe,The Departed,Martin Scorsese,2006,8.5,action,mystery,2,31,"90,000,000.00","291,481,358.00",brett,12:00:00 PM,9.3,
https://www.imdb.com/title/tt0414387/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_pride%2520an,Pride & Prejudice,Joe Wright,2005,7.8,drama,romance,2,9,"28,000,000.00","121,616,555.00",anika,9:00:00 AM,8.5,
https://www.imdb.com/title/tt0432283/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_fantastic%2520mr%2520,Fantastic Mr. Fox,Wes Anderson,2009,7.9,adventure,animation,1,27,"40,000,000.00","58,091,759.00",Cooper,12:00:00 PM,9,
https://www.imdb.com/title/tt0434409/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_v%2520for%2520,V for Vendetta,James McTeigue,2005,8.1,thriller,action,2,12,"54,000,000.00","134,686,457.00",Tommy,12:00:00 PM,9.3,
https://www.imdb.com/title/tt0435625/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_the%2520descent,The Descent,Neil Marshall,2005,7.2,horror,adventure,1,39,"4,671,205.00","57,130,027.00",Aaron,12:00:00 PM,7.5,
https://www.imdb.com/title/tt0468569/?ref_=chtmvm_t_89,The Dark Knight,Christopher Nolan,2008,9,action,crime,2,32,"185,000,000.00","1,008,814,732.00",Lance,12:00:00 PM,9.4,
https://www.imdb.com/title/tt0468569/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_the%2520dark%2520,The Dark Knight,Christopher Nolan,2008,9,action,thriller,2,32,"185,000,000.00","1,003,845,358.00",nomar,9:00:00 AM,8,
https://www.imdb.com/title/tt0472205/,Watching the Detectives,Paul Soter,2007,6.2,comedy,romance,1,31,"2,000,000.00","15,006.00",Anna,10:30:00 AM,8.5,Such a WACKY film
https://www.imdb.com/title/tt0477348/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_no%2520coun,No Country for Old Men,The Coen Brothers,2007,8.2,western,crime,2,2,"25,000,000.00","171,632,777.00",holden,9:00:00 AM,10,
https://www.imdb.com/title/tt0482571/?ref_=chttp_t_43,The Prestige,Christopher Nolan,2006,8.5,drama,mystery,2,10,"40,000,000.00","109,676,311.00",patel,9:00:00 AM,8.8,
https://www.imdb.com/title/tt0795421/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_mamma%2520mia,Mamma Mia ,Phyllida Lloyd,2008,6.5,comedy,romance,1,48,"52,000,000.00","694,667,804.00",Lara,12:00:00 PM,9.5,
https://www.imdb.com/title/tt0796366/,Star Trek,J.J. Abrams,2009,7.9,sci-fi,adventure,2,7,"60,000,000.00","67,336,470.00",,9:00:00 AM,8.9,Watched at home
https://www.imdb.com/title/tt0816692/?ref_=tt_sims_tt_t_6,Interstellar ,Christopher Nolan,2014,8.7,sci-fi,adventure,2,49,"165,000,000.00","719,545,691.00",Lance,12:00:00 PM,9.4,
https://www.imdb.com/title/tt0816692/?ref_=tt_tpks_tt_i_17_pd_detail_2_pbr_ic,Interstellar,Christopher Nolan,2014,8.7,adventure,sci-fi,2,49,"165,000,000.00","719,545,691.00",qing,10:30:00 AM,9.5,
https://www.imdb.com/title/tt0892769/?ref_=tt_sims_tt_i_10,How to train your dragon,Dean DeBlois,2010,8.1,action,animation,1,38,"165,000,000.00","494,879,860.00",Jack ,9:00:00 AM,9,Watched at cinema
https://www.imdb.com/title/tt0947798/,Black Swan,Darren Aronofsky,2010,8,thriller,drama,1,48,"13,000,000.00","329,398,046.00",name,10:30:00 AM,7,for overachievers and perfectionists
https://www.imdb.com/title/tt0952640/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_alvin%2520an,Alvin and the Chipmunks,Tim Hill,2007,5.2,comedy,family,1,32,"60,000,000.00","365,352,546.00",karen,10:30:00 AM,7.5,
https://www.imdb.com/title/tt1041829/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_the%2520prop,The Proposal,Anne Fletcher,2009,6.8,romance,comedy,1,48,"40,000,000.00","317,375,435.00",Cooper,12:00:00 PM,7,
https://www.imdb.com/title/tt1049413/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_up,Up,Pete Docter,2009,8.3,family,adventure,1,36,"175,000,000.00","735,102,136.00",Paige,12:00:00 PM,9,
https://www.imdb.com/title/tt1049413/?ref_=tt_sims_tt_i_2,Up,Pete Doctor ,2009,8.3,adventure,animation,1,36,"175,000,000.00","735,102,136.00",Jack ,9:00:00 AM,8.5,Watched at cinema
https://www.imdb.com/title/tt1049413/?ref_=tt_sims_tt_i_2,Up,Pete Doctor ,2009,8.3,adventure,animation,1,36,"175,000,000.00","735,102,136.00",Frozone,12:00:00 PM,8.3,
https://www.imdb.com/title/tt10655524/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_it%2520ends,It Ends with Us ,Justin Baldoni,2024,6.7,drama,romance,2,10,"25,000,000.00","334,836,337.00",Katharine,9:00:00 AM,5,read book and watched
https://www.imdb.com/title/tt10731256/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_dont%2520worry,Don't Worry Darling,Olivia Wilde,2022,6.3,thriller,drama,2,3,"20,000,000.00","87,609,403.00",Katharine,9:00:00 AM,6.4,watched at home
https://www.imdb.com/title/tt1130884/?ref_=chttp_t_139,Shutter Island,Martin Scorsese,2010,8.2,thriller,mystery,2,18,"80,000,000.00","294,944,618.00",patel,9:00:00 AM,8.8,
https://www.imdb.com/title/tt1160419/?ref_=nv_sr_srsg_7_tt_8_nm_0_in_0_q_dune,Dune: Part One,Denis Villeneuve,2021,8,sci-fi,adventure,2,35,"165,000,000.00","407,573,628.00",fredner,9:00:00 AM,7,Watched at a theater in DC
https://www.imdb.com/title/tt1187043/?ref_=tt_tpks_tt_i_1_pd_detail_2_pbr_ic,3 Idiots,Rajkumar Hirani,2009,8.4,comedy,drama,2,50,"6,500,000.00","60,262,836.00",patel,9:00:00 AM,9,
https://www.imdb.com/title/tt12037194/,Furiosa: A Mad Max Saga,George Miller,2024,7.5,sci-fi,action,2,28,"168,000,000.00","172,775,791.00",fredner,9:00:00 AM,8,Watched at a theater in DC
https://www.imdb.com/title/tt12075908/,Unconformity,Jonathan DiMaio,2022,6.5,drama,western,1,26,,,gloria,10:30:00 AM,6,
https://www.imdb.com/title/tt12584954/?ref_=fn_al_tt_1,Twisters,Lee Isaac Chung,2024,6.6,action,adventure,2,2,"155,000,000.00","369,590,675.00",dema,9:00:00 AM,10,Watched in a drive-in theater in Kansas
https://www.imdb.com/title/tt12584954/?ref_=fn_al_tt_1,Twisters,Lee Isaac Chung,2024,6.6,action,adventure,2,2,"155,000,000.00","369,590,675.00",dema,9:00:00 AM,10,Watched on a projector at school
https://www.imdb.com/title/tt13651628/?ref_=nv_sr_srsg_6_tt_6_nm_2_in_0_q_belle,Belle,Mamoru Hosoda,2021,7.1,anime,fantasy,2,1,,"64,679,830.00",Grace,10:30:00 AM,10,One of the most georgous movies to ever exist
https://www.imdb.com/title/tt1392170/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_hunger%2520,The Hunger Games,Gary Ross,2012,7.2,action,sci-fi,2,22,"78,000,000.00","695,220,619.00",Paige,12:00:00 PM,8.7,
https://www.imdb.com/title/tt1392170/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_hunger%2520games,The Hunger Games,Gary Ross,2012,7.2,action,sci-fi,2,22,"78,000,000.00","695,220,619.00",karen,10:30:00 AM,8.5,
https://www.imdb.com/title/tt1392214/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_prisoners,Prisoners,Denis Villeneuve,2013,8.2,thriller,mystery,2,33,"46,000,000.00","122,127,446.00",Abbott,12:00:00 PM,9.5,
https://www.imdb.com/title/tt1396484/?ref_=nv_sr_srsg_3_tt_6_nm_2_in_0_q_IT,IT,Andy Muschietti,2017,7.3,horror,,2,15,"35,000,000.00","702,781,748.00",nomar,9:00:00 AM,,
https://www.imdb.com/title/tt14230388/,Asteroid City,Wes Anderson,2023,6.5,comedy,drama,1,45,"25,000,000.00","53,857,743.00",sky,10:30:00 AM,8,
https://www.imdb.com/title/tt14444726/,Tár,Todd Field,2022,7.4,drama,music,2,38,"25,000,000.00","29,048,571.00",broening,10:30:00 AM,6,
https://www.imdb.com/title/tt1457767/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_conj,The Conjuring,James Wan,2013,7.5,horror,thriller,1,52,"20,000,000.00","320,415,166.00",Nemo,12:00:00 PM,7.9,
https://www.imdb.com/title/tt14864160/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_jiaomatanghui,A New Old Play,Qiu Jiongjiong,2021,7.6,drama,,2,59,,"9,027.00",Frank,10:30:00 AM,8,
https://www.imdb.com/title/tt1517268/,Barbie,Greta Gerwig,2023,6.8,comedy,adventure,1,54,"100,000,000.00","1,445,638,421.00",fredner,9:00:00 AM,8.5,Watched at a theater in DC
https://www.imdb.com/title/tt1517268/?ref_=fn_al_tt_1,Barbie,Greta Gerwig,2023,6.8,comedy,adventure,1,54,"100,000,000.00","1,445,638,421.00",halleluya,9:00:00 AM,7.5,
https://www.imdb.com/title/tt1517268/?ref_=nv_sr_srsg_3_tt_3_nm_5_in_0_q_barbi,Barbie,Greta Gerwig,2023,6.8,comedy,fantasy,1,54,"100,000,000.00","1,445,638,421.00",Paige,12:00:00 PM,7.5,
https://www.imdb.com/title/tt15239678/?ref_=chttp_t_45,Dune: Part Two,Denis Villeneuve,2024,8.5,sci-fi,adventure,2,46,"190,000,000.00","711,844,358.00",spider,9:00:00 AM,7,Watched in theatre
https://www.imdb.com/title/tt15239678/?ref_=fn_al_tt_1,Dune: Part Two,Denis Villeneuve,2024,8.5,sci-fi,adventure,2,46,"190,000,000.00","711,844,358.00",holden,9:00:00 AM,9,
https://www.imdb.com/title/tt15239678/?ref_=tt_tpks_tt_t_23_pd_detail_2_pbr_ic,Dune: Part Two,Denis Villeneuve,2024,8.5,adventure,sci-fi,2,46,"190,000,000.00","711,844,358.00",qing,10:30:00 AM,9.5,
https://www.imdb.com/title/tt15314262/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_the%2520bee,The Beekeeper,David Ayer,2024,6.3,action,crime,1,45,"40,000,000.00","152,720,535.00",Lance,12:00:00 PM,2,"""We have John Wick at home"""
https://www.imdb.com/title/tt15398776/,Oppenheimer,Christopher Nolan,2023,8.3,drama,documentary,3,0,"100,000,000.00","975,571,154.00",nomar,9:00:00 AM,8.5,
https://www.imdb.com/title/tt15398776/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_oppenhei,Oppenheimer,Christopher Nolan,2023,8.3,documentary,drama,3,0,"100,000,000.00","975,571,154.00",meklet,9:00:00 AM,8.3,
https://www.imdb.com/title/tt15474916/?ref_=nv_sr_srsg_1_tt_7_nm_0_in_0_q_smile,Smile,Parker Finn,2022,6.5,horror,mystery,1,55,"17,000,000.00","105,935,048.00",Damien,12:00:00 PM,8.5,
https://www.imdb.com/title/tt1606389/?ref_=tt_sims_tt_t_2,The Vow,Michael Sucsy,2012,6.8,drama,romance,1,44,"30,000,000.00","196,114,570.00",Sumina,10:30:00 AM,9,"Good love story... I think, it's been a while"
https://www.imdb.com/title/tt1606389/?ref_=tt_sims_tt_t_2,Muppet Treasure Island,Brian Henson,1996,6.9,musical,comedy,1,39,,"34,327,391.00",gloria,10:30:00 AM,8,
https://www.imdb.com/title/tt16426418/,Challengers,Luca Guadagnino,2024,7.2,drama,romance,2,11,"55,000,000.00","94,219,408.00",name,10:30:00 AM,7,"Very entertaining, you'll dislike every character"
https://www.imdb.com/title/tt16426418/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_Challen,Challengers,Luca Guadagnino,2024,7.2,drama,romance,2,11,"55,000,000.00","94,219,408.00",meklet,9:00:00 AM,8,
https://www.imdb.com/title/tt16426418/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_challen,Challengers,Luca Guadagnino,2024,7.2,drama,romance,2,11,"55,000,000.00","94,219,408.00",aw,10:30:00 AM,9,
https://www.imdb.com/title/tt1670345/?ref_=tt_sims_tt_i_11,Now You See Me,Louis Leterrier,2013,7.2,crime,thriller,1,55,"75,000,000.00","351,723,989.00",karen,10:30:00 AM,8.5,
https://www.imdb.com/title/tt1690953/,Despicable Me 2,Pierre Coffin,2013,7.3,family,comedy,1,38,"76,000,000.00","970,766,005.00",Jackson,9:00:00 AM,9,Watched at home
